1.3204	154.3930	32.1990
1.0312	76.0137	16.2339
0.8549	29.1947	6.6938
0.8219	4.9979	1.8215
0.8608	0.0266	0.8661
0.8550	0.0354	0.8621
0.8328	0.0361	0.8400
0.8418	0.0472	0.8512
0.8347	0.0498	0.8446
0.8088	0.0552	0.8198
0.8400	0.0709	0.8542
0.8354	0.0681	0.8490
0.8427	0.0696	0.8567
0.7933	0.0713	0.8076
0.8486	0.0979	0.8681
0.7815	0.0933	0.8002
0.7990	0.0952	0.8180
0.7744	0.1024	0.7949
0.8261	0.1167	0.8494
0.7847	0.1259	0.8099
0.7944	0.1336	0.8212
0.8109	0.1154	0.8340
0.8151	0.1361	0.8423
0.7658	0.1331	0.7924
0.8047	0.1311	0.8309
0.7723	0.1711	0.8065
0.8161	0.1886	0.8538
0.7729	0.1710	0.8071
0.7637	0.1529	0.7942
0.7495	0.1768	0.7848
0.7414	0.1964	0.7806
0.7080	0.1730	0.7426
0.7558	0.1811	0.7921
0.7491	0.1803	0.7852
0.7566	0.1814	0.7929
0.7438	0.1882	0.7814
0.7430	0.2220	0.7874
0.7499	0.2012	0.7901
0.7130	0.2077	0.7545
0.7016	0.2024	0.7420
0.7164	0.1884	0.7541
0.7205	0.1739	0.7553
0.7149	0.2142	0.7577
0.7352	0.2107	0.7773
0.6944	0.2057	0.7355
0.7619	0.2142	0.8047
0.7138	0.1828	0.7503
0.6624	0.1954	0.7015
0.6910	0.2058	0.7321
0.7353	0.1869	0.7727
0.6724	0.1700	0.7064
0.6914	0.1724	0.7259
0.7175	0.2434	0.7662
0.6592	0.1848	0.6961
0.6856	0.2383	0.7333
0.6745	0.2524	0.7250
0.6308	0.2390	0.6786
0.6937	0.2465	0.7430
0.6769	0.2385	0.7246
0.6227	0.2340	0.6695
0.6159	0.2561	0.6671
0.5733	0.2644	0.6262
0.5489	0.2566	0.6003
0.5394	0.2864	0.5966
0.5317	0.2996	0.5916
0.5147	0.2605	0.5668
0.5277	0.2689	0.5815
0.5025	0.2649	0.5555
0.4929	0.2581	0.5445
0.4818	0.2580	0.5334
0.4637	0.2366	0.5110
0.4418	0.2426	0.4903
0.4504	0.2190	0.4942
0.4601	0.1908	0.4983
0.4332	0.1767	0.4686
0.3985	0.1612	0.4307
0.3859	0.1439	0.4146
0.3895	0.1438	0.4183
0.3855	0.1164	0.4088
0.4062	0.1182	0.4298
0.3651	0.1037	0.3859
0.3483	0.0987	0.3681
0.3779	0.0852	0.3949
0.3551	0.0768	0.3705
0.3657	0.0609	0.3779
0.3870	0.0619	0.3993
0.3630	0.0539	0.3737
0.3574	0.0478	0.3670
0.3278	0.0461	0.3371
0.3307	0.0403	0.3387
0.3694	0.0368	0.3768
0.3616	0.0315	0.3679
0.3519	0.0303	0.3580
0.3307	0.0281	0.3363
0.3508	0.0246	0.3557
0.3349	0.0223	0.3394
0.3448	0.0224	0.3493
0.3381	0.0212	0.3423
0.3380	0.0201	0.3420
0.3561	0.0186	0.3598
0.3313	0.0178	0.3349
0.3068	0.0164	0.3101
0.3260	0.0157	0.3291
0.3450	0.0158	0.3482
0.3000	0.0157	0.3032
0.2754	0.0157	0.2786
0.2812	0.0139	0.2840
0.3199	0.0144	0.3227
0.3331	0.0139	0.3359
0.3033	0.0134	0.3059
0.3479	0.0126	0.3505
0.2949	0.0124	0.2974
0.2699	0.0132	0.2725
0.2771	0.0141	0.2799
0.3024	0.0115	0.3047
0.3027	0.0124	0.3052
0.2817	0.0112	0.2840
0.2697	0.0116	0.2720
0.2638	0.0117	0.2662
0.3275	0.0116	0.3299
0.2591	0.0112	0.2613
0.2910	0.0109	0.2931
0.3356	0.0103	0.3376
0.3047	0.0102	0.3068
0.2746	0.0107	0.2768
0.2979	0.0103	0.3000
0.2696	0.0106	0.2717
0.2704	0.0105	0.2725
0.2585	0.0105	0.2606
0.2755	0.0099	0.2775
0.3006	0.0098	0.3026
0.2779	0.0097	0.2798
0.2791	0.0095	0.2810
0.2572	0.0098	0.2591
0.3124	0.0094	0.3143
0.2486	0.0097	0.2506
0.2731	0.0098	0.2751
0.2605	0.0090	0.2623
0.2592	0.0088	0.2610
0.2910	0.0094	0.2929
0.2464	0.0087	0.2482
0.2738	0.0085	0.2755
0.2753	0.0086	0.2771
0.2928	0.0085	0.2945
0.2880	0.0088	0.2898
0.2682	0.0088	0.2700
0.2744	0.0084	0.2761
0.2729	0.0087	0.2747
0.2808	0.0080	0.2824
0.2506	0.0076	0.2521
0.2619	0.0084	0.2635
0.2813	0.0079	0.2829
0.2803	0.0080	0.2820
0.2717	0.0081	0.2733
0.2491	0.0081	0.2508
0.2419	0.0082	0.2435
0.2512	0.0077	0.2527
0.2601	0.0082	0.2617
0.2684	0.0078	0.2700
0.2514	0.0080	0.2530
0.2472	0.0081	0.2488
0.2754	0.0082	0.2770
0.2713	0.0079	0.2729
